"FID","Especies","decimalLat","decimalLon","Profundidad","Estrato","temperatura","salinidad","oxigeno","pH","sedimento","COP","hexagono","idleft","idtop","idright","idbottom","idX_centro","idy_centro","hexagonos_tocados_por_transectos_id","Transecto"
919,"Archivesica gigas",26.7516,-111.161,1457.79,"Batial  medio",3.139173216,34.58546675,7.196875536,7.557639895,"Diatom ooze",0.862160563,1879,-111.6023237,27,-111.0249734,26.5,-111,27,NA,""
920,"Archivesica gigas",8.9353,-84.6465,2209,"Batial inferior",1.746808868,34.66457743,76.85639645,7.691493017,"Clay",0.265985876,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
921,"Archivesica gigas",8.9718,-84.6235,1180,"Batial  medio",2.074207981,34.65188273,70.37543511,7.678717393,"Clay",0.265985876,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
922,"Archivesica gigas",9.11507,-84.84683,1891,"Batial  medio",2.406422582,34.64333861,68.74602614,7.670974785,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
923,"Archivesica gigas",9.11538,-84.83618,1859,"Batial  medio",2.457557784,34.64209697,67.52344943,7.668499763,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
924,"Archivesica gigas",9.03048,-84.6202,1409,"Batial  medio",2.774768252,34.63243616,60.61286991,7.657752375,"Clay",0.265985876,6750,-84.75553616,9.5,-84.1781859,9,-84,9,6750,"Costa_Rica"
925,"Archivesica gigas",9.117717,-84.83952,1784,"Batial  medio",2.475956197,34.64151319,67.3760723,7.66817004,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
926,"Archivesica gigas",8.93042,-84.31263,1004,"Batial  medio",4.675372957,34.60657871,23.8654898,7.577729556,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
927,"Archivesica gigas",27.0167,-111.417,2016,"Batial inferior",2.98135608,34.59501419,4.668893215,7.551005646,"Diatom ooze",0.862160563,1878,-111.6023237,27.5,-111.0249734,27,-111,27,NA,""
928,"Archivesica gigas",27.0138,-111.413,2011,"Batial inferior",2.981969242,34.59497272,4.705821615,7.551069784,"Diatom ooze",0.862160563,1878,-111.6023237,27.5,-111.0249734,27,-111,27,NA,""
929,"Archivesica gigas",27.012,-111.406,2000,"Batial  medio",2.98337151,34.59488084,4.77224307,7.550992334,"Diatom ooze",0.862160563,1878,-111.6023237,27.5,-111.0249734,27,-111,27,NA,""
930,"Archivesica gigas",27.5772,-111.45,1785.34,"Batial  medio",3.054130768,34.59037332,2.438289678,7.543740933,"Diatom ooze",NA,1877,-111.6023237,28,-111.0249734,27.5,-111,28,1877,"Golfo_Norte"
939,"Archivesica gigas",27,-111,1724,"Batial  medio",2.990661383,34.59273148,8.903431892,7.552211761,"Diatom ooze",0.862160563,1956,-111.169311,27.25,-110.5919607,26.75,-111,27,NA,""
940,"Archivesica gigas",27.01659966,-111.4000015,2037,"Batial inferior",2.984596279,34.59480663,4.829399526,7.550588555,"Diatom ooze",0.862160563,1878,-111.6023237,27.5,-111.0249734,27,-111,27,NA,""
941,"Archivesica gigas",27,-111,1724,"Batial  medio",2.990661383,34.59273148,8.903431892,7.552211761,"Diatom ooze",0.862160563,1956,-111.169311,27.25,-110.5919607,26.75,-111,27,NA,""
942,"Archivesica gigas",27,-111,1724,"Batial  medio",2.990661383,34.59273148,8.903431892,7.552211761,"Diatom ooze",0.862160563,1956,-111.169311,27.25,-110.5919607,26.75,-111,27,NA,""
943,"Archivesica gigas",27,-111,1724,"Batial  medio",2.990661383,34.59273148,8.903431892,7.552211761,"Diatom ooze",0.862160563,1956,-111.169311,27.25,-110.5919607,26.75,-111,27,NA,""
944,"Archivesica suavis",25.3958,-113.267,1344,"Batial  medio",4.026546606,34.53658286,27.80101323,7.588120805,"Clay",0.150636941,1491,-113.7673872,25.75,-113.1900369,25.25,-113,26,NA,""
952,"Arcinella californica",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
952,"Arcinella californica",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
958,"Arctomelon benthale",-3.8083,-81.3067,780,"Batial superior",7.356294894,34.63702981,29.54451687,7.579717611,"Clay",NA,7322,-81.72444725,-3.75,-81.14709698,-4.25,-81,-4,NA,""
1004,"Arene socorroensis",23.36667,-109.41667,245,"Batial superior",NA,NA,57.46646359,7.651671013,"Clay",0.278935343,2198,-109.8702729,23.5,-109.2929226,23,-110,23,2198,"Golfo_Boca"
1014,"Argonauta argo",2.583333,-83.883333,3333.9,"Batial inferior",1.814575569,34.67207718,100.5589669,7.714436141,"Fine-grained calcareous sediment",0.237356454,6841,-84.32252346,2.75,-83.74517319,2.25,-84,3,NA,""
1015,"Argonauta argo",24.543333,-109.508333,550,"Batial superior",2.915928513,34.59744797,50.35179532,7.636966842,"Clay",0.645454943,2195,-109.8702729,25,-109.2929226,24.5,-110,25,NA,""
1018,"Argonauta argo",1.958330035,-110.6500015,3739,"Abisal superior",1.187731637,34.68733597,139.5767701,7.768150945,"Calcareous ooze",0.306933761,2006,-111.169311,2.25,-110.5919607,1.75,-111,2,NA,""
1019,"Argonauta argo",26,-114,2505,"Batial inferior",1.664571047,34.66139603,108.8631363,7.728180408,"Clay",0.163679302,1412,-114.2003999,26.5,-113.6230496,26,-114,26,NA,""
1019,"Argonauta argo",26,-114,2505,"Batial inferior",1.664571047,34.66139603,108.8631363,7.728180408,"Clay",0.163679302,1412,-114.2003999,26.5,-113.6230496,26,-114,26,NA,""
1019,"Argonauta argo",26,-114,2505,"Batial inferior",1.664571047,34.66139603,108.8631363,7.728180408,"Clay",0.163679302,1413,-114.2003999,26,-113.6230496,25.5,-114,26,NA,""
1019,"Argonauta argo",26,-114,2505,"Batial inferior",1.664571047,34.66139603,108.8631363,7.728180408,"Clay",0.163679302,1413,-114.2003999,26,-113.6230496,25.5,-114,26,NA,""
1020,"Argonauta argo",-5.25,-88.66670227,3819,"Abisal superior",1.445020758,34.68352127,136.4988534,7.758555771,"Mixed calcareous-siliceous ooze",0.483196735,5999,-89.08566318,-5,-88.50831291,-5.5,-89,-5,NA,""
1021,"Argonauta argo",-1.450000048,-95.6832962,3262,"Batial inferior",1.461750142,34.67830283,127.9758506,7.782888998,"Fine-grained calcareous sediment",0.62386924,4743,-96.01386641,-1,-95.43651614,-1.5,-96,-1,NA,""
1029,"Argonauta hians",16.733333,-110.633333,750,"Batial superior",1.442537905,34.67512894,120.0744807,7.726816035,"Clay",0.110556945,2055,-110.7362983,17,-110.158948,16.5,-110,17,NA,""
1030,"Argonauta hians",16.733333,-110.633333,3059,"Batial inferior",1.442537905,34.67512894,120.0744807,7.726816035,"Clay",0.110556945,2055,-110.7362983,17,-110.158948,16.5,-110,17,NA,""
1031,"Argonauta hians",7,-78,2300,"Batial inferior",1.88650167,34.68733597,91.48114014,7.72549963,"Clay",0.306930721,7924,-78.26034564,7.25,-77.68299537,6.75,-78,7,NA,""
1032,"Argonauta hians",21.31669998,-106.4000015,2109,"Batial inferior",2.644243824,34.6227423,49.83994719,7.657935265,"Clay",NA,2747,-106.839184,21.75,-106.2618337,21.25,-107,22,NA,""
1033,"Argonauta hians",20.58300018,-105.8830032,2256,"Batial inferior",2.595546991,34.61956631,35.83388511,7.605990508,"Siliceous mud",NA,2905,-105.9731586,20.75,-105.3958083,20.25,-106,21,NA,""
1034,"Argonauta hians",17.86700058,-103.8000031,4545,"Abisal superior",1.573119883,34.67118791,111.451428,7.71424789,"Clay",0.187791541,3222,-104.2411077,18.25,-103.6637575,17.75,-104,18,NA,""
1052,"Argonauta nouryi",24.1278,-108.6667,523,"Batial superior",2.758162543,34.60666525,57.28058135,7.647021152,"Clay",0.401281178,2352,-109.0042475,24.5,-108.4268972,24,-109,24,NA,""
1061,"Argonauta nouryi",6.962166786,-77.76983643,306,"Batial superior",12.29461185,34.90472586,48.92748229,7.626580585,"Clay",0.306930721,7924,-78.26034564,7.25,-77.68299537,6.75,-78,7,NA,""
1062,"Argonauta nouryi",25.17832947,-112.9100037,619,"Batial superior",7.327898221,34.48815286,8.810161447,7.552762606,"Clay",0.150636941,1570,-113.3343745,25.5,-112.7570242,25,-113,25,NA,""
1063,"Argonauta nouryi",17.13299942,-107.1999969,3811,"Abisal superior",1.381871208,34.67758344,123.2276099,7.714074522,"Siliceous mud",0.136893481,2678,-107.2721967,17.5,-106.6948464,17,-107,17,NA,""
1064,"Argonauta nouryi",6.565999985,-77.64499664,293,"Batial superior",10.51487959,34.79492712,43.34881533,7.621966639,"Clay",0.306930721,8003,-77.82733293,7,-77.24998266,6.5,-78,7,NA,""
1065,"Argonauta nouryi",17.86700058,-103.8000031,4545,"Abisal superior",1.573119883,34.67118791,111.451428,7.71424789,"Clay",0.187791541,3222,-104.2411077,18.25,-103.6637575,17.75,-104,18,NA,""
1066,"Argonauta nouryi",16,-107,3113,"Batial inferior",1.412244081,34.67665482,121.7240219,7.726700306,"Siliceous mud",0.132293925,2680,-107.2721967,16.5,-106.6948464,16,-107,16,NA,""
1066,"Argonauta nouryi",16,-107,3113,"Batial inferior",1.412244081,34.67665482,121.7240219,7.726700306,"Siliceous mud",0.132293925,2680,-107.2721967,16.5,-106.6948464,16,-107,16,NA,""
1066,"Argonauta nouryi",16,-107,3113,"Batial inferior",1.412244081,34.67665482,121.7240219,7.726700306,"Siliceous mud",0.132293925,2681,-107.2721967,16,-106.6948464,15.5,-107,16,NA,""
1066,"Argonauta nouryi",16,-107,3113,"Batial inferior",1.412244081,34.67665482,121.7240219,7.726700306,"Siliceous mud",0.132293925,2681,-107.2721967,16,-106.6948464,15.5,-107,16,NA,""
1067,"Argonauta nouryi",4.820000172,-77.44216919,250,"Batial superior",12.22812991,34.87881307,29.44557667,7.684828975,"Fine-grained calcareous sediment",NA,8007,-77.82733293,5,-77.24998266,4.5,-78,5,NA,""
1068,"Argonauta nouryi",7,-78,2300,"Batial inferior",1.88650167,34.68733597,91.48114014,7.72549963,"Clay",0.306930721,7924,-78.26034564,7.25,-77.68299537,6.75,-78,7,NA,""
1069,"Argonauta nouryi",23,-111,2151,"Batial inferior",2.165196657,34.63431168,69.95140839,7.675280571,"Clay",0.195212603,1964,-111.169311,23.25,-110.5919607,22.75,-111,23,NA,""
1074,"Argonauta nouryi",11.96700001,-89.03299713,5409,"Abisal superior",1.531001216,34.67207718,118.8169156,7.710116941,"Clay",0.385329336,5886,-89.51867589,12.25,-88.94132562,11.75,-89,12,NA,""
1075,"Argonauta nouryi",11.77499962,-87.69167328,1474,"Batial  medio",3.431161197,34.60707991,50.63781439,7.635028484,"Clay",0.500811458,6121,-88.21963778,12,-87.64228751,11.5,-88,12,NA,""
1076,"Argonauta nouryi",4.987333298,-77.57450104,666,"Batial superior",4.188320823,34.61410239,53.6323591,7.723169699,"Fine-grained calcareous sediment",0.253579438,8007,-77.82733293,5,-77.24998266,4.5,-78,5,NA,""
1096,"Argopecten purpuratus",7.10178,-80.474365,1606,"Batial  medio",3.056098718,34.6495325,90.4918322,7.725877009,"Clay",0.263714939,7456,-80.85842185,7.25,-80.28107158,6.75,-81,7,NA,""
1111,"Argopecten ventricosus",24.14999962,-112.2170029,512,"Batial superior",8.748994627,34.56308532,8.476498606,7.551619489,"Clay",NA,1728,-112.4683491,24.5,-111.8909988,24,-112,24,NA,""
1112,"Argopecten ventricosus",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
1112,"Argopecten ventricosus",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
1114,"Argopecten ventricosus",7.10178,-80.474365,1606,"Batial  medio",3.056098718,34.6495325,90.4918322,7.725877009,"Clay",0.263714939,7456,-80.85842185,7.25,-80.28107158,6.75,-81,7,NA,""
1115,"Argopecten ventricosus",21.41699982,-106.4670029,741,"Batial superior",7.471187352,34.63946775,43.43375913,7.660122991,"Clay",NA,2747,-106.839184,21.75,-106.2618337,21.25,-107,22,NA,""
1116,"Argopecten ventricosus",-0.600000024,-96.93299866,3251,"Batial inferior",1.457764189,34.67768996,128.1625075,7.780729738,"Fine-grained calcareous sediment",0.581408203,4507,-97.31290452,-0.25,-96.73555425,-0.75,-97,-1,NA,""
1569,"Atlanta peronii",-3.059999943,-88.05999756,3243,"Batial inferior",1.500818094,34.67955522,129.1513458,7.776042929,"Fine-grained calcareous sediment",0.656079233,6151,-88.21963778,-3,-87.64228751,-3.5,-88,-3,NA,""
1652,"Aulacofusus herendeeni",16.7917,-99.9917,258,"Batial superior",10.63931766,34.69143958,2.994029421,7.533002126,"Silt",NA,3927,-100.3439934,17,-99.76664316,16.5,-100,17,3927,"Central"
1654,"Austrotrophon cerrosensis",28.29,-115.4667,320,"Batial superior",9.701149981,34.37915156,32.86566309,7.609987893,"Sand",NA,1096,-115.9324507,28.5,-115.3551004,28,-116,28,NA,""
1655,"Austrotrophon pinnatus",26.4,-113.817,336,"Batial superior",8.89686622,34.40052099,52.57995581,7.661426571,"Clay",0.163679302,1412,-114.2003999,26.5,-113.6230496,26,-114,26,NA,""
1662,"Axinopsida serricata",27.77,-110.93,1308,"Batial  medio",11.07755809,34.66957092,1.000614331,7.537603502,"Siliceous mud",NA,1954,-111.169311,28.25,-110.5919607,27.75,-111,28,NA,""
1671,"Babelomurex hindsi",27.50795,-111.532552,1855,"Batial  medio",3.006950786,34.59326196,2.633865212,7.541685478,"Diatom ooze",NA,1799,-112.0353364,27.75,-111.4579861,27.25,-112,28,1799,"Golfo_Norte"
1672,"Babelomurex hindsi",4.008999825,-82.60266876,3969,"Abisal superior",1.849348956,34.67552121,93.73573241,7.715515644,"Clay",0.235168651,7072,-83.02348536,4.5,-82.44613509,4,-83,4,NA,""
1676,"Babelomurex santacruzensis",1,-90,200,"Batial superior",2.234229565,34.64651871,93.55204773,7.726141453,"Fine-grained calcareous sediment",0.426030785,5752,-90.38470129,1.25,-89.80735102,0.75,-90,1,NA,""
1683,"Bankia bipennata",6.425,-80.108333,3291.84,"Batial inferior",1.891139878,34.68733597,90.28459899,7.719897051,"Clay",0.262681633,7536,-80.42540915,6.5,-79.84805888,6,-80,6,NA,""
1702,"Barbatia reeveana",5.635537624,-77.37054443,299,"Batial superior",21.29035817,33.54434227,NA,NA,NA,NA,8005,-77.82733293,6,-77.24998266,5.5,-78,6,NA,""
1704,"Barbatia reeveana",8.243,-78.8723333,223,"Batial superior",15.00201416,35.31105804,NA,NA,"Clay",NA,7766,-79.12637104,8.25,-78.54902077,7.75,-79,8,NA,""
1707,"Barbatia reeveana",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
1707,"Barbatia reeveana",28,-112,743,"Batial superior",6.305704117,34.52062988,1.000719309,7.543652534,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
1731,"Bathyarca imitata",7.091667,-79.666667,2322.58,"Batial inferior",2.001204039,34.68840749,88.48995122,7.716965471,"Clay",0.263714939,7612,-79.99239644,7.25,-79.41504617,6.75,-80,7,NA,""
1732,"Bathyarca imitata",7.0917,-79.6667,2323,"Batial inferior",2.001359925,34.68840535,88.48729675,7.716959357,"Clay",0.263714939,7612,-79.99239644,7.25,-79.41504617,6.75,-80,7,NA,""
1739,"Bathyarca orbiculata",23.9917,-113.198,3562,"Abisal superior",1.370981758,34.67751541,117.8790231,7.717459025,"Clay",0.11580994,1494,-113.7673872,24.25,-113.1900369,23.75,-113,24,NA,""
1740,"Bathyarca orbiculata",7.09167,-79.6667,2599,"Batial inferior",2.001182396,34.688407,88.4892514,7.716963955,"Clay",0.263714939,7612,-79.99239644,7.25,-79.41504617,6.75,-80,7,NA,""
1741,"Bathyarca orbiculata",22.6417,-107.133,2050,"Batial inferior",2.314867523,34.62701929,57.3922344,7.646885503,"Clay",0.232910067,2667,-107.2721967,23,-106.6948464,22.5,-107,23,NA,""
1742,"Bathyarca orbiculata",29.67,-117.277,2666,"Batial inferior",1.916375118,34.63314371,104.0182968,7.718383903,"Clay",0.206179023,781,-117.6645015,30,-117.0871512,29.5,-117,30,NA,""
1743,"Bathybela papyracea",20.083333,-106.3,3662,"Abisal superior",1.583892328,34.66994095,107.98075,7.717198943,"Clay",0.372886449,2828,-106.4061713,20.5,-105.828821,20,-106,20,NA,""
1744,"Bathybembix bairdii",9.150167,-84.818833,1260,"Batial  medio",3.198208786,34.62242008,57.76133772,7.648004578,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1745,"Bathybembix bairdii",24.253611,-108.285,482.5,"Batial superior",5.786886594,34.52161115,3.786011929,7.537533515,"Clay",NA,2429,-108.5712348,24.75,-107.9938845,24.25,-108,25,2429,"Golfo_Boca"
1746,"Bathybembix bairdii",23.233333,-107,430,"Batial superior",5.424934158,34.52650461,2.199522386,7.532297662,"Clay",0.232910067,2666,-107.2721967,23.5,-106.6948464,23,-107,23,NA,""
1747,"Bathybembix bairdii",25.413333,-110.58,515,"Batial superior",4.839681625,34.52457464,9.715573584,7.557172823,"Diatom ooze",NA,2038,-110.7362983,25.5,-110.158948,25,-110,25,2038,"Golfo_Sur"
1748,"Bathybembix bairdii",25.730556,-109.899722,627.5,"Batial superior",3.480084439,34.5735113,23.8841996,7.586221355,"Clay",0.672648489,2115,-110.3032856,25.75,-109.7259353,25.25,-110,26,2115,"Golfo_Sur"
1749,"Bathybembix bairdii",25.765,-109.801667,537.5,"Batial superior",4.437187986,34.53412436,10.99927356,7.560475687,"Clay",0.672648489,2193,-109.8702729,26,-109.2929226,25.5,-110,26,NA,""
1750,"Bathybembix bairdii",25.948333,-110.75,575,"Batial superior",5.093001047,34.52584067,1.896761592,7.54297221,"Diatom ooze",NA,1958,-111.169311,26.25,-110.5919607,25.75,-111,26,NA,""
1751,"Bathybembix bairdii",24.248611,-108.271389,460,"Batial superior",6.079645846,34.52102476,2.76017277,7.535001887,"Clay",NA,2430,-108.5712348,24.25,-107.9938845,23.75,-108,24,2430,"Golfo_Boca"
1752,"Bathybembix bairdii",24.886667,-108.99,394.5,"Batial superior",4.903028658,34.52704951,14.43136187,7.562783817,"Clay",NA,2272,-109.4372602,25.25,-108.8599099,24.75,-109,25,NA,""
1753,"Bathybembix bairdii",23.272222,-107.679167,1055,"Batial  medio",2.221830578,34.63240066,55.70305338,7.642605112,"Clay",0.217544287,2510,-108.1382221,23.5,-107.5608718,23,-108,23,NA,""
1754,"Bathybembix bairdii",24.861389,-108.964722,420,"Batial superior",5.392845141,34.5276628,15.9709541,7.566511614,"Clay",NA,2272,-109.4372602,25.25,-108.8599099,24.75,-109,25,NA,""
1755,"Bathybembix bairdii",26.05,-109.923333,432.5,"Batial superior",5.379940232,34.52073051,4.815489981,7.547869406,"Clay",0.672648489,2114,-110.3032856,26.25,-109.7259353,25.75,-110,26,2114,"Golfo_Sur"
1756,"Bathybembix bairdii",27.65,-111.35,941.5,"Batial  medio",4.563453522,34.53633194,2.010545425,7.544721279,"Diatom ooze",NA,1877,-111.6023237,28,-111.0249734,27.5,-111,28,1877,"Golfo_Norte"
1757,"Bathybembix bairdii",27.895905,-111.967,1064,"Batial  medio",5.027929085,34.53303377,1.020772366,7.546686072,"Diatom ooze",NA,1798,-112.0353364,28.25,-111.4579861,27.75,-112,28,1798,"Golfo_Norte"
1758,"Bathybembix bairdii",24.6917,-109.9383,1088,"Batial  medio",5.251753507,34.5191479,10.11139408,7.556625244,"Clay",0.645454943,2117,-110.3032856,24.75,-109.7259353,24.25,-110,25,NA,""
1760,"Bathybembix galapagana",2.5667,-92.1,2487,"Batial inferior",1.902001512,34.65549048,108.9211711,7.75775116,"Calcareous ooze",0.21812968,5359,-92.5497648,3,-91.97241453,2.5,-92,3,5359,"Guatemala_Galapagos"
1761,"Bathybembix macdonaldi",-0.6167,-81,733,"Batial superior",6.680210408,34.59778717,29.42567487,7.576027801,"Clay",NA,7394,-81.29143455,-0.5,-80.71408428,-1,-81,-1,NA,""
1762,"Bathydoris aioca",29.67,-117.11,2780.5,"Batial inferior",1.636624855,34.66007767,95.87643492,7.708902265,"Clay",0.206179023,859,-117.2314888,29.75,-116.6541385,29.25,-117,30,NA,""
1764,"Bathydoris aioca",29.67,-117.11,2805,"Batial inferior",1.636624855,34.66007767,95.87643492,7.708902265,"Clay",0.206179023,859,-117.2314888,29.75,-116.6541385,29.25,-117,30,NA,""
1765,"Bathymargarites symplector",9.845914,-104.293484,2518,"Batial inferior",1.616452934,34.66987671,110.6530442,7.735957309,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
1766,"Bathymargarites symplector",9.844216,-104.294154,2514,"Batial inferior",1.616367707,34.66988075,110.6546294,7.735958927,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
1767,"Bathymargarites symplector",9.844695,-104.294098,2515,"Batial inferior",1.616375679,34.66988185,110.6543522,7.735958641,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
1768,"Bathymargarites symplector",9.845694,-104.292108,2515,"Batial inferior",1.616620249,34.66985242,110.651382,7.73595564,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
1769,"Bathymargarites symplector",12.813849,-103.940358,2631,"Batial inferior",1.608783017,34.66927378,105.7055586,7.721609774,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
1770,"Bathymargarites symplector",12.811246,-103.940609,2622,"Batial inferior",1.608537027,34.66929423,105.6835252,7.721540075,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
1771,"Bathymargarites symplector",12.800431,-103.931386,2632,"Batial inferior",1.608471866,34.66929662,105.5374562,7.721149017,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
